ID,difficulty_score,text_length,word_count,vocabulary_diversity,rare_word_ratio,named_entity_score,number_complexity,special_char_complexity,historical_spelling,text_length_complexity,punctuation_complexity
mAl2HLzOK45yVqTY,36.775,71,12,100.0,0.0,100.0,0.0,0.0,0.0,35.5,0.0
mQVgQmjTqVvi2SC8,36.775,71,8,100.0,0.0,100.0,0.0,0.0,0.0,35.5,0.0
z0XzFCRbN3RxjeG6,36.76519607843137,51,9,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
OKnxmKgOapGPXLeS,36.76519607843137,51,10,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
aks7LkPFI7Yvk2ms,36.76519607843137,51,8,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
NN3iWefN1lrCq9nP,36.76519607843137,51,8,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
QzaZgLhcMatJHBzU,36.76519607843137,51,9,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
NSQD5TpJutr32lZr,36.76519607843137,51,7,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
E8AKQyIb5POysx2T,36.76519607843137,51,8,100.0,0.0,100.0,0.0,0.0,0.0,25.5,9.803921568627452
aP49RqsWkedeFw5U,36.75,70,13,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
zN7PENLV9H7CSlwz,36.75,50,7,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
OwAlLzxDwXsj0RW4,36.75,70,11,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
tgsptsz5klZGbVFq,36.75,50,8,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
4sOpnMYO1vl4PZFx,36.75,70,12,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
w7evzbKwhrUi7DEd,36.75,50,10,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
OK6oTLNp00pFKE4b,36.75,70,14,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
UqjctOv1FHWhpgsx,36.75,50,8,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
OTnJ8Jg8ekaW6KNB,36.75,70,12,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
7h9d18xLf696wVD5,36.75,50,10,90.0,0.0,100.0,0.0,0.0,0.0,25.0,40.0
Rscke5x07F8infT8,36.75,50,8,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
4Znn0LMPwczzSzPF,36.75,50,6,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
aHIcnv3tANsyBa5t,36.75,50,11,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
1wiG5k9iT8ZWyg1K,36.75,70,13,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
UC6BfBqworx6qEkk,36.75,70,13,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
2IATTQzag0oGuuVa,36.75,50,8,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
IHNOeqOr7r3sMGou,36.75,70,12,100.0,0.0,100.0,0.0,0.0,0.0,35.0,0.0
FvcrsYHZbzPpOlqr,36.75,50,8,100.0,0.0,100.0,0.0,0.0,0.0,25.0,10.0
PukGWHlmh8njNNBF,36.74540816326531,49,10,80.0,0.0,100.0,0.0,0.0,50.0,24.5,20.408163265306122
qoL3WcLueOM1vz4z,36.74094516594518,63,11,100.0,0.0,90.9090909090909,0.0,0.0,0.0,31.5,39.682539682539684
SJoB7R0aR9KOtnHA,36.73990963855422,83,16,93.75,0.0,100.0,0.0,0.0,0.0,41.5,12.048192771084338
QPaLbzTPwX096gN2,36.73520408163265,49,9,100.0,0.0,100.0,0.0,0.0,0.0,24.5,10.204081632653061
mWwqCOfSw3q3np7O,36.73520408163265,49,9,100.0,0.0,100.0,0.0,0.0,0.0,24.5,10.204081632653061
74CasCnRhtU84V45,36.73520408163265,49,9,100.0,0.0,100.0,0.0,0.0,0.0,24.5,10.204081632653061
Gn503tm7wISRQxNL,36.73520408163265,49,10,100.0,0.0,100.0,0.0,0.0,0.0,24.5,10.204081632653061
WCiBqTYnMnm2a6tU,36.73520408163265,49,8,100.0,0.0,100.0,0.0,0.0,0.0,24.5,10.204081632653061
mg6tupUAvgmn6H9B,36.73520408163265,49,10,100.0,0.0,100.0,0.0,0.0,0.0,24.5,10.204081632653061
mX81tbPnKN0EJnID,36.725,69,13,100.0,0.0,100.0,0.0,0.0,0.0,34.5,0.0
raBSw7wWCJSkbVgO,36.725,69,12,100.0,0.0,100.0,0.0,0.0,0.0,34.5,0.0
xOW4Wt1RBjSe15kE,36.725,69,11,100.0,0.0,100.0,0.0,0.0,0.0,34.5,0.0
DwtPoCmS3r1E9yrk,36.725,69,8,100.0,0.0,100.0,0.0,0.0,0.0,34.5,0.0
TBQu96WK3Sla3Yk9,36.725,69,13,100.0,0.0,100.0,0.0,0.0,0.0,34.5,0.0
H4rKYUX1mFJpdBnN,36.725,69,11,100.0,0.0,100.0,0.0,0.0,0.0,34.5,0.0
qsATscp6vbC72AM7,36.72083333333334,48,8,100.0,0.0,100.0,0.0,0.0,0.0,24.0,10.416666666666666
3vvacXumVuEY62OO,36.72083333333334,48,10,100.0,0.0,100.0,0.0,0.0,0.0,24.0,10.416666666666666
uXYxL1xIkFDVdSAL,36.72083333333334,48,9,100.0,0.0,100.0,0.0,0.0,0.0,24.0,10.416666666666666
8L7LqwrQ6ULrVMCj,36.72083333333334,48,8,100.0,0.0,100.0,0.0,0.0,0.0,24.0,10.416666666666666
O0YfVSIrZ6xGe3yo,36.70691489361702,47,8,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
lGFgeDZh9ZBx3n9O,36.70691489361702,47,6,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
eXelfSHf2yD3SMmZ,36.70691489361702,47,10,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
IpUJuaGVnpkEgbtu,36.70691489361702,47,9,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
4sk17nCkqBBC3yV2,36.70691489361702,47,9,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
zv90WTRrFyoZeBMf,36.70691489361702,47,8,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
YSgy3c2Eom06Dwt0,36.70691489361702,47,8,100.0,0.0,100.0,0.0,0.0,0.0,23.5,10.638297872340425
bJEjzOhDWA5bPClV,36.7,68,13,100.0,0.0,100.0,0.0,0.0,0.0,34.0,0.0
VcHSghViBX2b8c8m,36.7,68,14,100.0,0.0,100.0,0.0,0.0,0.0,34.0,0.0
mdN0m6aKAEfnRLFf,36.7,68,14,100.0,0.0,100.0,0.0,0.0,0.0,34.0,0.0
3sxH9rFtmZzlhTmb,36.7,68,11,100.0,0.0,100.0,0.0,0.0,0.0,34.0,0.0
w9A4Qhj5SKNBvbJZ,36.7,68,12,100.0,0.0,100.0,0.0,0.0,0.0,34.0,0.0
ju1xBfrrg7jQ9TWS,36.69444444444444,50,9,77.77777777777779,0.0,100.0,0.0,0.0,55.55555555555555,25.0,20.0
ANK6BSVoIFYrsE4F,36.69347826086956,46,7,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
2nuLYXydaa4eJQRj,36.69347826086956,46,7,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
l063vbDUyBBc7yKP,36.69347826086956,46,7,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
kWkdfO4v2jN97SFN,36.69347826086956,46,8,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
fPQsGsRu9rt73mba,36.69347826086956,46,9,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
uvZBztPjmNra8jOy,36.69347826086956,46,6,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
5qMbB4b2HPlFBhba,36.69347826086956,46,9,100.0,0.0,100.0,0.0,0.0,0.0,23.0,10.869565217391305
3JyPMRah7BH53ejW,36.68055555555556,45,8,100.0,0.0,100.0,0.0,0.0,0.0,22.5,11.11111111111111
5SBSKp2ISc5ugqwp,36.68055555555556,45,7,100.0,0.0,100.0,0.0,0.0,0.0,22.5,11.11111111111111
EFmywgHIrXMhNI0A,36.68055555555556,45,8,100.0,0.0,100.0,0.0,0.0,0.0,22.5,11.11111111111111
jge53Fb3Yj0uq2tY,36.68055555555556,45,8,100.0,0.0,100.0,0.0,0.0,0.0,22.5,11.11111111111111
E2PaFExaUJJ6X5tK,36.68055555555556,45,7,100.0,0.0,100.0,0.0,0.0,0.0,22.5,11.11111111111111
PO7QQLWIFOT65BTz,36.68055555555556,45,8,100.0,0.0,100.0,0.0,0.0,0.0,22.5,11.11111111111111
YErAYWX2JPimutA3,36.675,67,13,100.0,0.0,100.0,0.0,0.0,0.0,33.5,0.0
Z2eMYy9p0cqvTOmc,36.675,67,10,100.0,0.0,100.0,0.0,0.0,0.0,33.5,0.0
xMdyFadbMPPKtZit,36.675,67,13,100.0,0.0,100.0,0.0,0.0,0.0,33.5,0.0
J5GjDUWzL8Q72EQO,36.675,67,13,100.0,0.0,100.0,0.0,0.0,0.0,33.5,0.0
tXu9omYGZMbBip2Y,36.675,67,10,100.0,0.0,100.0,0.0,0.0,0.0,33.5,0.0
KnlH3G7dTKJ7nkjh,36.675,67,12,100.0,0.0,100.0,0.0,0.0,0.0,33.5,0.0
zfmS5d1CVZpZNG9C,36.66818181818182,44,8,100.0,0.0,100.0,0.0,0.0,0.0,22.0,11.363636363636363
0ItHi2DTkmP4b0MM,36.66818181818182,44,7,100.0,0.0,100.0,0.0,0.0,0.0,22.0,11.363636363636363
i5MI0a58XRPBHAx3,36.65975609756097,82,15,93.33333333333333,0.0,100.0,0.0,0.0,0.0,41.0,12.195121951219512
cSHBo8ZEYXywLZV6,36.65975609756097,82,15,93.33333333333333,0.0,100.0,0.0,0.0,0.0,41.0,12.195121951219512
CxQFISa58rg84b8S,36.656395348837215,43,7,100.0,0.0,100.0,0.0,0.0,0.0,21.5,11.627906976744185
Pg8vHX272R3vRh1g,36.656395348837215,43,8,100.0,0.0,100.0,0.0,0.0,0.0,21.5,11.627906976744185
FDyW22kvuankOw1a,36.65,66,10,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
ZaZibqkBkQaeN3PF,36.65,66,12,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
JY58PuTT5jK3ryWL,36.65,66,12,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
pSwSJAZ6VNdQ655e,36.65,66,12,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
s6HN2J1KWvNzw7sA,36.65,66,11,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
x1ARAf3AAJL5tcKp,36.65,66,11,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
zLT5UZrUX856Ov8m,36.65,66,13,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
lB45GZDqr2RP4RFd,36.65,66,12,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
W7WkmmiHjNYoaibi,36.65,66,10,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
4Py29m6mVVaSI0mm,36.65,66,9,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
qbHWR1QSJkjodLvG,36.65,66,11,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
RUhF8H0w6kj7hfxU,36.65,66,10,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
oTWJalmBS9kgPYMU,36.65,66,11,100.0,0.0,100.0,0.0,0.0,0.0,33.0,0.0
APJMGJUc4FCwE3O7,36.64523809523809,42,7,100.0,0.0,100.0,0.0,0.0,0.0,21.0,11.904761904761903
ZiITMkcEXPsROvLw,36.64523809523809,42,6,100.0,0.0,100.0,0.0,0.0,0.0,21.0,11.904761904761903
kJyoGf9h9bwa8iT3,36.64523809523809,42,6,100.0,0.0,100.0,0.0,0.0,0.0,21.0,11.904761904761903
yvdq90qlCeF7mNzl,36.641666666666666,79,15,86.66666666666667,0.0,100.0,0.0,0.0,33.333333333333336,39.5,0.0
PLCIN5unDEde9krK,36.634756097560974,41,6,100.0,0.0,100.0,0.0,0.0,0.0,20.5,12.195121951219512
WaK6yyeR7xNkN4mk,36.634756097560974,41,8,100.0,0.0,100.0,0.0,0.0,0.0,20.5,12.195121951219512
q6zjgF4yqQm7sM3m,36.634756097560974,41,8,100.0,0.0,100.0,0.0,0.0,0.0,20.5,12.195121951219512
4VrWvM9NAIjirnf6,36.634756097560974,41,5,100.0,0.0,100.0,0.0,0.0,0.0,20.5,12.195121951219512
DxCYNbmkma07JHId,36.634756097560974,41,6,100.0,0.0,100.0,0.0,0.0,0.0,20.5,12.195121951219512
94t3dQgGikUWEkad,36.63251748251748,66,13,92.3076923076923,0.0,100.0,0.0,0.0,0.0,33.0,22.727272727272727
lxjfPzajvln6LrWf,36.625,65,13,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
L7eton0ziLMKq4yO,36.625,65,13,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
rxXp1JPedNETNtg9,36.625,65,12,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
FBSkhm8rAWfzrRye,36.625,65,11,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
HWLoLuYn7bKAKZcA,36.625,65,10,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
kIvmIzm3gauOcuZl,36.625,65,12,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
9acI3ilidwpiVkcI,36.625,40,7,100.0,0.0,100.0,0.0,0.0,0.0,20.0,12.5
vYble4e3h47GEaRc,36.625,40,8,100.0,0.0,100.0,0.0,0.0,0.0,20.0,12.5
8uO5nvI30O6tA1qc,36.625,65,9,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
6GcIhrbmnsT1bvcJ,36.625,65,13,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
tXVhMBUinsQlhNjT,36.625,65,10,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
hu97IL71fkZBI4zW,36.625,65,12,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
KO2k1gCDKdxujJ3B,36.625,65,11,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
4s5B9C1BXqjGhjTR,36.625,65,11,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
3hfE3NCj0WALNMNr,36.625,65,12,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
suaYMkQOGZz4au9k,36.625,65,12,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
or6st8qiMM8czErQ,36.625,65,12,100.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0
SbthGBN0yaNxyz31,36.616025641025644,39,8,100.0,0.0,100.0,0.0,0.0,0.0,19.5,12.82051282051282
DmBEKU1M4df04aiP,36.607894736842105,38,6,100.0,0.0,100.0,0.0,0.0,0.0,19.0,13.157894736842104
hKEIOZXLyI4eiyzA,36.607894736842105,38,5,100.0,0.0,100.0,0.0,0.0,0.0,19.0,13.157894736842104
Wa3GYoo8H4i1VywB,36.607894736842105,38,6,100.0,0.0,100.0,0.0,0.0,0.0,19.0,13.157894736842104
66kgnjGo1mY5JNS1,36.603846153846156,78,15,100.0,0.0,66.66666666666667,40.0,0.0,0.0,39.0,6.41025641025641
wT4VIBQqeDPI7ju8,36.600675675675674,37,6,100.0,0.0,100.0,0.0,0.0,0.0,18.5,13.513513513513514
CRvdkgQZHH4wlfg7,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
Fv1ocC4AJ3g55alZ,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
YOB1qMVWwkwqKYlb,36.6,64,12,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
p3bhTzdtNV8HBa08,36.6,64,10,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
1YHqj2lEn3zV1iDU,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
I3fk5Kh0yowPdtXK,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
TQTPEL8sAVCPCHQY,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
hiIXe5C6FvZgioLx,36.6,64,10,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
XIFI1G3tlZYbWVYQ,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
BEqypcdb6M01LGrR,36.6,64,13,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
clfk04xtmQVrfZUl,36.6,64,13,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
cklXe5xX08t40pNc,36.6,64,10,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
j8DBSkipAIpfZlEv,36.6,64,10,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
WgVRi0DQ8lzCaGz2,36.6,64,12,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
OuwKbsQ35zh4cdDM,36.6,64,12,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
Wuo90X5U6WqtyUc4,36.6,64,12,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
mgMCJ0LNM69dffZr,36.6,64,13,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
IYhLlV7atXIEFcBF,36.6,64,11,100.0,0.0,100.0,0.0,0.0,0.0,32.0,0.0
RZzUk1D6iNIb6zLK,36.59264705882353,99,17,94.11764705882352,0.0,100.0,0.0,0.0,0.0,49.5,0.0
oiUl0McOXb6duLau,36.575,63,13,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
wXKNACbyMleNv0IC,36.575,63,12,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
8DWxKDSMxo2hKP0l,36.575,63,10,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
IlwUYQ7OzkW4tClJ,36.575,63,11,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
qlMHylk9AKNiayAz,36.575,63,12,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
UJWwVHbmobHAOq0g,36.575,63,10,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
vzzk3kMYRxjhFNFd,36.575,63,12,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
c0r4BZeEu2vgGJCb,36.575,63,11,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
ymqcM0eJYwGawwIV,36.575,63,8,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
R8rOSVbQCIIajzuk,36.575,63,12,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
VxfYLzkJkll3waWg,36.575,63,11,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
MPzcsDZRRkjbuoM5,36.575,63,10,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
IhAEG37ayOy9PrQo,36.575,63,11,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
v8KlPPDOrfeAIaB7,36.575,63,12,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
lPqvHR04F5aflaVV,36.575,63,10,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
Can6yHzdv70dzpcz,36.575,63,11,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
9QqpCXY8tJQW63PU,36.575,63,10,100.0,0.0,100.0,0.0,0.0,0.0,31.5,0.0
XysIsriRDpLJouUW,36.57435064935065,77,15,93.33333333333333,0.0,100.0,0.0,0.0,0.0,38.5,12.987012987012989
bNjpiEQhK8nDSqXx,36.56764705882353,98,17,94.11764705882352,0.0,100.0,0.0,0.0,0.0,49.0,0.0
cXcUcqwnL68TJbrS,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
9Wvgfygw2wMqZcUD,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
4UGS9c9zz7tUEb7Z,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
YpjAEkCppj4AiCC6,36.55,62,11,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
prlZ86ciY21iiRSo,36.55,62,13,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
gZau8VWOQ4CE5Qiw,36.55,62,10,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
pRlbKgqSaeBNmoWZ,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
woAgiCzLGCzlX3kY,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
ZIgj7KPYIHPy2PYW,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
q8AUesKCruMFPLng,36.55,62,11,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
JnzsFi3ktxuXG6Vg,36.55,62,9,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
bvNtQfVwBFheDCun,36.55,62,10,100.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0
8iO3WFg3aKsEECvl,36.541666666666664,95,18,94.44444444444444,0.0,100.0,0.0,0.0,0.0,47.5,0.0
msOTKPhl1nkhyQRa,36.536482820976495,79,14,92.85714285714286,0.0,100.0,0.0,0.0,0.0,39.5,12.658227848101266
XRqbvEn65zI52ULg,36.53636363636363,66,12,91.66666666666666,0.0,100.0,0.0,0.0,0.0,33.0,22.727272727272727
Oz9tea1ybokBWZCw,36.52651515151515,55,9,88.88888888888889,0.0,100.0,0.0,0.0,0.0,27.5,36.36363636363636
c4NtZ7rj6nGPAdlc,36.525,61,12,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
go0QNU5TCq765p0U,36.525,61,8,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
xbqy3aEbQcfs2P6r,36.525,61,10,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
i1ibtfADI7Xl5hwR,36.525,61,12,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
EiydESkX1Xa8grIN,36.525,61,10,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
jsaIrEu3jHmwMLMt,36.525,61,10,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
IcV9e4NMcpsjh92X,36.525,61,9,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
3LilQldxyiPbg9QV,36.525,61,15,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
pw8jI2CHNFgxU5mw,36.525,61,11,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
S6yTsKDfNACRbAR4,36.525,61,10,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
CZZoOwkZAoxMxfEZ,36.525,61,11,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
YRXwkzhuHD86HNT6,36.525,61,12,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
EWp9oeq7xryUVSfx,36.525,61,10,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
tNCBYalqLGBBmrlV,36.525,61,12,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
v13ARsvintlGztXZ,36.525,61,11,100.0,0.0,100.0,0.0,0.0,0.0,30.5,0.0
sozSptQLxEJHwBVJ,36.51764705882353,96,17,94.11764705882352,0.0,100.0,0.0,0.0,0.0,48.0,0.0
xHncAJqR6Gn3BX7W,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
WFsBqumW7og8BW3r,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
FQJmZRFAvKe4v5n6,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
yb8YGk8SIMzFUVOf,36.5,60,9,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
lHvpiPOdj7utAf2A,36.5,60,11,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
nk50DlEWyBLJZPoq,36.5,60,9,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
GDeNTNsjvd3QvKiQ,36.5,60,8,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
aC6fjed0jT2rjmsR,36.5,60,12,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
c4scbsTAq2wqNDyH,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
tmbcb8VpD1vX6pKW,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
x7SQuAEZraKYldhU,36.5,60,13,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
YnsU9IZCwkxAbs5J,36.5,60,9,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
s6xHicEjZgzl1rCS,36.5,60,12,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
gSRuO29rOsFt1Fpp,36.5,60,9,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
nESgBfgxH7yBZHBh,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
9RY5eiLjfpuggQ4O,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
sehA3rnrWSlt9QT1,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
mpu5A2P6nyMTW15m,36.5,60,11,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
eGVxwMtaUCLNZ5jo,36.5,60,10,100.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
xlsGohMzIVAn47Aq,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
ywlRQxdJRhxKvMbt,36.475,59,9,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
QcbHemnW2Vt0VLbj,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
TkXLDVTuKfT2r61t,36.475,59,11,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
rLcW2ctSM1dpERkM,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
eQfb4hUuGtxzC1o9,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
x9BUUW3VkWBq4glW,36.475,59,11,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
OfLougfEQ57tw1wu,36.475,59,13,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
1BjRNfVdUGFo0Njk,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
GFJbP9EWpEzQORZE,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
Snya2vORqM6s5B46,36.475,59,11,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
AMEjNzwvy0hMlDBF,36.475,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
djbsbqeT5aDZgKei,36.475,59,9,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
Pu2f8rpvIUc1r1Ef,36.475,59,9,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
iGkrEhHmbfIhCSLX,36.475,59,12,100.0,0.0,100.0,0.0,0.0,0.0,29.5,0.0
yfKqf1eO0IYWmMRb,36.45,58,9,100.0,0.0,100.0,0.0,0.0,0.0,29.0,0.0
UqvpH9ZvPQBxpv9l,36.45,58,9,100.0,0.0,100.0,0.0,0.0,0.0,29.0,0.0
